name,value,default,flags,help_text,example,,,,,,,,,,,,,,
sv_teamid_overhead_maxdist,0,,"sv, cl, rep, release","If >0, server will override cl_teamid_overhead_maxdist",,,,,,,,,,,,,,,
sv_teamid_overhead_maxdist_spec,0,,"sv, cl, rep, release","If >0, server will override cl_teamid_overhead_maxdist_spec",,,,,,,,,,,,,,,
sv_timebetweenducks,0.4,,"sv, cl, rep, release",Minimum time before recognizing consecutive duck key,,,,,,,,,,,,,,,
sv_turning_inaccuracy_angle_min,4,,"sv, cl, rep, cheat, release",,,,,,,,,,,,,,,,
sv_turning_inaccuracy_decay,0.8,,"sv, cl, rep, cheat, release",,,,,,,,,,,,,,,,
sv_turning_inaccuracy_enabled,FALSE,,"sv, cl, rep, cheat, release",,,,,,,,,,,,,,,,
sv_unlockedchapters,1,,a,Highest unlocked game chapter.,,,,,,,,,,,,,,,
sv_unpause_on_console_close,TRUE,,a,1 = Unpause the game when pressing ~ to close the console. 0 = Leave the game paused.,,,,,,,,,,,,,,,
sv_update_animgraph_movement_in_finish,TRUE,,"sv, cl, rep, cheat",Whether we should update animgraph movement in FinishMove.,,,,,,,,,,,,,,,
sv_usercmd_custom_random_seed,FALSE,,"sv, release",When enabled server will populate an additional random seed independent of the client,,,,,,,,,,,,,,,
sv_usercmd_execute_warning_ms,5,,"sv, a",Emit a warning if we spend more than N ms executing user commands for a single player,,,,,,,,,,,,,,,
sv_vac_webapi_auth_key,0,,"sv, release",Key for when posting to vac related webapis.,,,,,,,,,,,,,,,
sv_versus_screen_scene_id,0,,"sv, release",Determines which scene is used for the versus screen.,,,,,,,,,,,,,,,
sv_visiblemaxplayers,-1,,release,Overrides the max players reported to prospective clients,,,,,,,,,,,,,,,
sv_voice_proximity,-1,,"sv, cl, rep, release",,,,,,,,,,,,,,,,
sv_voicecodec,vaudio_speex,,release,Specifies which voice codec DLL to use in a game. Set to the name of the DLL without the extension.,,,,,,,,,,,,,,,
sv_voiceenable,TRUE,,"a, nf, release",,,,,,,,,,,,,,,,
sv_vote_command_delay,2,,"sv, release",How long after a vote passes until the action happens,,,,,,,,,,,,,,,
sv_vote_failure_timer,300,,"sv, release",A vote that fails cannot be re-submitted for this long,,,,,,,,,,,,,,,
sv_vote_issue_loadbackup_spec_authoritative,FALSE,,"sv, release","When enabled, admins load match from backup without players vote",,,,,,,,,,,,,,,
sv_vote_issue_loadbackup_spec_only,FALSE,,"sv, nf, rep, release","When enabled, only admins load match from backup",,,,,,,,,,,,,,,
sv_vote_issue_loadbackup_spec_safe,TRUE,,"sv, release","When enabled, admins load match from backup in safe time of the round only",,,,,,,,,,,,,,,
sv_vote_issue_pause_match_spec_only,FALSE,,"sv, nf, rep, release","When enabled, only admins start technical pause",,,,,,,,,,,,,,,
sv_vote_kick_ban_duration,15,,"sv, nf, rep, release",How long should a kick vote ban someone from the server? (in minutes),,,,,,,,,,,,,,,
sv_vote_quorum_ratio,0.501,,"sv, release",The minimum ratio of players needed to vote on an issue to resolve it.,,,,,,,,,,,,,,,
sv_walkable_normal,0.7,,"sv, cl, rep, cheat, release",,,,,,,,,,,,,,,,
sv_warmup_to_freezetime_delay,4,,"sv, cl, rep, release",Delay between end of warmup and start of match.,,,,,,,,,,,,,,,
sv_watchtransmit,-2,,"sv, release",Watch NetworkStateChanged info for this entity index.,,,,,,,,,,,,,,,
sv_water_slow_amount,0.9,,"sv, cl, rep, release",,,,,,,,,,,,,,,,
sv_wateraccelerate,10,,"sv, cl, nf, rep, release",,,,,,,,,,,,,,,,
sv_waterfriction,1,,"sv, cl, nf, rep, release",,,,,,,,,,,,,,,,
sv_weapon_require_use_grace_period,1,,"sv, release",,,,,,,,,,,,,,,,
sv_weapon_swap_difficulty_near_hi_pri,2,,"sv, cl, rep, release",0 = Cone searches easily reach past high priority items to swap weapons. 1 = Cone searches are narrowed and require that the weapon is strictly closer. 2 = cone searches are disabled near high priority items,,,,,,,,,,,,,,,
switchhands,cmd,,"cl, release",,,,,,,,,,,,,,,,
switchhandsleft,cmd,,"cl, release",,,,,,,,,,,,,,,,
switchhandsright,cmd,,"cl, release",,,,,,,,,,,,,,,,
sys_info,cmd,,release,Print system information to the console,,,,,,,,,,,,,,,
sys_minidumpspewlines,2000,,release,Lines of crash dump console spew to keep.,,,,,,,,,,,,,,,
teammenu,cmd,,"cl, server_can_execute",Show team selection window,,,,,,,,,,,,,,,
telemetry_message,cmd,,"sv, cheat",Place a message in the telemetry timeline,,,,,,,,,,,,,,,
telemetry_toggle_timespan,cmd,,"sv, cheat",Starts/stops a timespan with an ever increasing name.,,,,,,,,,,,,,,,
Test_CreateEntity,cmd,,"sv, cheat",,,,,,,,,,,,,,,,
test_dispatcheffect,cmd,,"sv, cheat",Test a clientside dispatch effect.  Usage test_dispatcheffect <effect name> <distance away> <flags> <magnitude> <scale>  Defaults are : <distance 1024> <flags 0> <magnitude 0> <scale 0>,,,,,,,,,,,,,,,
Test_EHandle,cmd,,"sv, cheat",,,,,,,,,,,,,,,,
test_entity_blocker,cmd,,"sv, cheat",Test command that drops an entity blocker out in front of the player.,,,,,,,,,,,,,,,
Test_ExitProcess,cmd,,cheat,Test_ExitProcess <exit code> - immediately kill the process.,,,,,,,,,,,,,,,
test_list_entities,cmd,,"sv, cheat",test-list entities,,,,,,,,,,,,,,,
Test_RandomPlayerPosition,cmd,,"sv, cheat",,,,,,,,,,,,,,,,
test_shipping_assert,cmd,,release,Generate an assert to test shipping assertion code,,,,,,,,,,,,,,,
think_limit,0,,"sv, cl, rep, release","Maximum think time in milliseconds, warning is printed if this is exceeded.",,,,,,,,,,,,,,,
thirdperson,cmd,,"cl, cheat, execute_per_tick",Switch to thirdperson camera.,,,,,,,,,,,,,,,
thirdperson_mayamode,cmd,,"cl, cheat",Switch to thirdperson Maya-like camera controls.,,,,,,,,,,,,,,,
timedemo,cmd,,release,Play a demo and report performance info.,,,,,,,,,,,,,,,
timedemoquit,cmd,,release,"Play a demo, report performance info, and then exit",,,,,,,,,,,,,,,
timeleft,cmd,,sv,prints the time remaining in the match,,,,,,,,,,,,,,,
timeout_ct_start,cmd,,"sv, release",,,,,,,,,,,,,,,,
timeout_terrorist_start,cmd,,"sv, release",,,,,,,,,,,,,,,,
toggle,cmd,,"norecord, release",Toggles specified convar value on and off.,,,,,,,,,,,,,,,
toggleconsole,cmd,,"norecord, release",Show/hide the console.,,,,,,,,,,,,,,,
toggleradarscale,cmd,,"cl, release",Toggles the radar scale,,,,,,,,,,,,,,,
trusted_launch,0,,"cl, a",Trusted launch status,,,,,,,,,,,,,,,
tv_advertise_watchable,FALSE,,"prot, nf, norecord, release","GOTV advertises the match as watchable via game UI, clients watching via UI will not need to type password",,,,,,,,,,,,,,,
tv_autoretry,TRUE,,release,Relay proxies retry connection after network timeout,,,,,,,,,,,,,,,
tv_broadcast_keyframe_interval,3,,release,"The frequency, in seconds, of sending keyframes and delta fragments to the broadcast relay server",,,,,,,,,,,,,,,
tv_broadcast_keyframe_interval1,3,,release,"The frequency, in seconds, of sending keyframes and delta fragments to the broadcast1 relay server",,,,,,,,,,,,,,,
tv_broadcast_max_requests,20,,release,"Max number of broadcast http requests in flight. If there is a network issue, the requests may start piling up, degrading server performance. If more than the specified number of requests are in flight, the new requests are dropped.",,,,,,,,,,,,,,,
tv_broadcast_max_requests1,20,,release,"Max number of broadcast1 http requests in flight. If there is a network issue, the requests may start piling up, degrading server performance. If more than the specified number of requests are in flight, the new requests are dropped.",,,,,,,,,,,,,,,
tv_broadcast_spew_threshold,0.1,,release,"The threshold, in seconds, that we'll spew about the snapshot tick",,,,,,,,,,,,,,,
tv_broadcast_startup_resend_interval,10,,release,"The interval, in seconds, of re-sending startup data to the broadcast relay server (useful in case relay crashes, restarts or startup data http request fails)",,,,,,,,,,,,,,,
tv_broadcast_status,cmd,,release,Print out broadcast status,,,,,,,,,,,,,,,
tv_broadcast_url,http://localhost,,8080,release : URL of the broadcast relay,,,,,,,,,,,,,,,
tv_broadcast_url1,http://localhost,,8080,release : URL of the broadcast relay1,,,,,,,,,,,,,,,
tv_chatgroupsize,0,,release,Set the default chat group size,,,,,,,,,,,,,,,
tv_chattimelimit,0.2,,release,Limits spectators to chat only every n seconds,,,,,,,,,,,,,,,
tv_clients,cmd,,release,Shows list of connected SourceTV clients.,,,,,,,,,,,,,,,
tv_debug,0,,release,SourceTV debug info.,,,,,,,,,,,,,,,
tv_delay,105,,"sv, release",SourceTV broadcast delay in seconds,,,,,,,,,,,,,,,
tv_delay1,15,,"sv, release",SourceTV[instance 1] broadcast delay in seconds,,,,,,,,,,,,,,,
tv_delaymapchange,TRUE,,"sv, release",Delays map change until broadcast is complete,,,,,,,,,,,,,,,
tv_deltacache,2,,release,Enable delta entity bit stream cache,,,,,,,,,,,,,,,
tv_dispatchmode,1,,release,"Dispatch clients to relay proxies 0=never, 1=if appropriate, 2=always",,,,,,,,,,,,,,,
tv_enable,FALSE,,"nf, release",Activates SourceTV on server.,,,,,,,,,,,,,,,
tv_enable1,FALSE,,"nf, release",Activates SourceTV[1] on server.,,,,,,,,,,,,,,,
tv_enable_delta_frames,TRUE,,release,Indicates whether or not the tv should use delta frames for storage of intermediate frames. This takes more CPU but significantly less memory.,,,,,,,,,,,,,,,
tv_enable_dynamic,FALSE,,"nf, release","When enabled, changes in tv_enable convars cause immediate startup or shutdown of hltv server",,,,,,,,,,,,,,,
tv_include_usercommands,TRUE,,"sv, release",HLTV streams will include player usercommands each tick,,,,,,,,,,,,,,,
tv_listen_voice_indices,0,,"cl, user","Bitfield of playerslots to listen to voice messages from when connected to SourceTV, default is none",,,,,,,,,,,,,,,
tv_listen_voice_indices_h,0,,"cl, user","High 32 bits of bitfield of playerslots to listen to voice messages from when connected to SourceTV, default is none",,,,,,,,,,,,,,,
tv_maxclients,128,,release,Maximum client number on SourceTV server.,,,,,,,,,,,,,,,
tv_maxclients_relayreserved,0,,release,This number of relay client connections are reserved for SourceTV relays.,,,,,,,,,,,,,,,
tv_mem,cmd,,release,hltv memory statistics. Use with 'ent 10' (dump entity 10 memory usage) or 'top 8' (dump top 8 memory users) or 'class' CWorld (dump CWorld class),,,,,,,,,,,,,,,
tv_name,SourceTV,,release,SourceTV host name,,,,,,,,,,,,,,,
tv_nochat,FALSE,,"a, user",Don't receive chat messages from other SourceTV spectators,,,,,,,,,,,,,,,
tv_overridemaster,FALSE,,release,Overrides the SourceTV master root address.,,,,,,,,,,,,,,,
tv_playcast_delay_prediction,TRUE,,release,,,,,,,,,,,,,,,,
tv_playcast_fragment_cache_history_length,120,,release,How far back before our current playback head in seconds to hold onto fragments.,,,,,,,,,,,,,,,
tv_playcast_retry_timeout,25,,release,"In case of intermittent network problems, how long should playcast retry fragment retrieval before resorting to resync",,,,,,,,,,,,,,,
tv_port,27020,,release,Host SourceTV[0] port,,,,,,,,,,,,,,,
tv_port1,27021,,release,Host SourceTV[1] port,,,,,,,,,,,,,,,
tv_record,cmd,,release,Starts SourceTV demo recording.,,,,,,,,,,,,,,,
tv_record_immediate,0,,release,"tv_record starting the moment tv_record was executed, not tv_delay earlier",,,,,,,,,,,,,,,
tv_relay,cmd,,release,Connect to SourceTV server and relay broadcast.,,,,,,,,,,,,,,,
tv_relaypassword,0,,"prot, nf, norecord, release",SourceTV password for relay proxies,,,,,,,,,,,,,,,
tv_relayradio,FALSE,,"sv, release","Relay team radio commands to TV 0=off, 1=on",,,,,,,,,,,,,,,
tv_relayvoice,TRUE,,release,"Relay voice data 0=off, 1=on",,,,,,,,,,,,,,,
tv_retry,cmd,,release,Reconnects the SourceTV relay proxy.,,,,,,,,,,,,,,,
tv_spectator_port_offset,0,,"cl, release",,,,,,,,,,,,,,,,
tv_status,cmd,,release,Show SourceTV server status.,,,,,,,,,,,,,,,
tv_stop,cmd,,release,Stops the SourceTV broadcast.,,,,,,,,,,,,,,,
tv_stoprecord,cmd,,release,Stops SourceTV demo recording.,,,,,,,,,,,,,,,
tv_timeout,20,,release,SourceTV connection timeout in seconds.,,,,,,,,,,,,,,,
tv_title,SourceTV,,release,Set title for SourceTV spectator UI,,,,,,,,,,,,,,,
tv_window_size,16,,release,Specifies the number of seconds worth of frames that the tv replay system should keep in memory. Increasing this greatly increases the amount of memory consumed by the TV system,,,,,,,,,,,,,,,
ui_deepstats_radio_heat_figurine,0,,"cl, a, release",,,,,,,,,,,,,,,,
ui_deepstats_radio_heat_tab,0,,"cl, a, release",,,,,,,,,,,,,,,,
ui_deepstats_radio_heat_team,0,,"cl, a, release",,,,,,,,,,,,,,,,
ui_deepstats_toplevel_mode,0,,"cl, a, release",,,,,,,,,,,,,,,,
ui_inspect_bkgnd_map_539CD0B9,warehouse,,"cl, a, release",Inspect background map,,,,,,,,,,,,,,,
ui_inventorysettings_recently_acknowledged,0,,"cl, a, release",,,,,,,,,,,,,,,,
ui_lobby_draft_enabled,FALSE,,"cl, release",,,,,,,,,,,,,,,,
ui_mainmenu_bkgnd_movie_539CD0B9,de_ancient,,"cl, a, release",Main menu background movie,,,,,,,,,,,,,,,
ui_nearbylobbies_filter3,competitive,,"cl, a, release",,,,,,,,,,,,,,,,
ui_news_last_read_link,https://www.counter-strike.net/newsentry/657081807721726187,,"cl, a, release",,,,,,,,,,,,,,,,
ui_notification_tb_snooze,0,,"cl, a, release",,,,,,,,,,,,,,,,
ui_party_msg_sound_enabled,TRUE,,"cl, release","When enabled, lobby messages will play a short sound",,,,,,,,,,,,,,,
ui_playsettings_custom_preset,mg_casualcharlie,,"cl, a, release",,,,,,,,,,,,,,,,
ui_playsettings_flags_listen_casual,0,,"cl, a, release",,,,,,,,,,,,,,,,
ui_playsettings_flags_listen_competitive,16,,"cl, a, release",,,,,,,,,,,,,,,,
ui_playsettings_flags_listen_cooperative,0,,"cl, a, release",,,,,,,,,,,,,,,,
ui_playsettings_flags_listen_deathmatch,32,,"cl, a, release",,,,,,,,,,,,,,,,
ui_playsettings_flags_listen_scrimcomp2v2,0,,"cl, a, release",,,,,,,,,,,,,,,,
ui_playsettings_flags_listen_skirmish,0,,"cl, a, release",,,,,,,,,,,,,,,,
ui_playsettings_flags_listen_survival,0,,"cl, a, release",,,,,,,,,,,,,,,,
ui_playsettings_flags_official_casual,0,,"cl, a, release",,,,,,,,,,,,,,,,
ui_playsettings_flags_official_competitive,16,,"cl, a, release",,,,,,,,,,,,,,,,
ui_playsettings_flags_official_cooperative,0,,"cl, a, release",,,,,,,,,,,,,,,,
ui_playsettings_flags_official_deathmatch,32,,"cl, a, release",,,,,,,,,,,,,,,,
ui_playsettings_flags_official_scrimcomp2v2,0,,"cl, a, release",,,,,,,,,,,,,,,,
ui_playsettings_flags_official_skirmish,0,,"cl, a, release",,,,,,,,,,,,,,,,
ui_playsettings_flags_official_survival,0,,"cl, a, release",,,,,,,,,,,,,,,,
ui_playsettings_listen_annotations,0,,"cl, a, release",,,,,,,,,,,,,,,,
ui_playsettings_listen_grenades,0,,"cl, a, release",,,,,,,,,,,,,,,,
ui_playsettings_listen_infammo,0,,"cl, a, release",,,,,,,,,,,,,,,,
ui_playsettings_listen_infwarmup,0,,"cl, a, release",,,,,,,,,,,,,,,,
ui_playsettings_maps_listen_casual,mg_de_overpass,,"cl, a, release",,,,,,,,,,,,,,,,
ui_playsettings_maps_listen_competitive,mg_de_dust2,,"cl, a, release",,,,,,,,,,,,,,,,
ui_playsettings_maps_listen_deathmatch,mg_de_dust2,,"cl, a, release",,,,,,,,,,,,,,,,
ui_playsettings_maps_listen_scrimcomp2v2,mg_de_inferno,,"cl, a, release",,,,,,,,,,,,,,,,
ui_playsettings_maps_listen_skirmish,mg_skirmish_armsrace,,"cl, a, release",,,,,,,,,,,,,,,,
ui_playsettings_maps_official_casual,mg_dust247,,"cl, a, release",,,,,,,,,,,,,,,,
ui_playsettings_maps_official_deathmatch,mg_casualcharlie,,"cl, a, release",,,,,,,,,,,,,,,,
ui_playsettings_maps_official_gungameprogressive,mg_skirmish_armsrace,,"cl, a, release",,,,,,,,,,,,,,,,
ui_playsettings_maps_workshop,@workshop/3181655247/pertormancer_test_coastline,,"cl, a, release",,,,,,,,,,,,,,,,
ui_playsettings_mode_listen,casual,,"cl, a, release",,,,,,,,,,,,,,,,
ui_playsettings_mode_official_v20,deathmatch,,"cl, a, release",,,,,,,,,,,,,,,,
ui_playsettings_survival_solo,0,,"cl, a, release",,,,,,,,,,,,,,,,
ui_playsettings_warmup_map_name,de_mirage,,"cl, a, release",,,,,,,,,,,,,,,,
ui_popup_weaponupdate_version,2402,,"cl, a, release",,,,,,,,,,,,,,,,
ui_render_task_clips_label,dealt_damage,,"cl, release",,,,,,,,,,,,,,,,
ui_render_task_file,rendertask,,"cl, release",,,,,,,,,,,,,,,,
ui_render_task_fps,60,,"cl, release",,,,,,,,,,,,,,,,
ui_render_task_generate_clips,FALSE,,"cl, release",,,,,,,,,,,,,,,,
ui_setting_advertiseforhire_auto_last,/competitive,,"cl, a, release",Which game mode users last used to advertise for invites,,,,,,,,,,,,,,,
ui_show_subscription_alert,0,,"cl, a, release",,,,,,,,,,,,,,,,
ui_show_unlock_competitive_alert,0,,"cl, a, release",,,,,,,,,,,,,,,,
ui_steam_overlay_notification_position,topright,,"cl, a",Steam overlay notification position,,,,,,,,,,,,,,,
ui_steam_overlay_notification_position_horz,0,,"cl, a",Steam overlay notification position horizontal offset,,,,,,,,,,,,,,,
ui_steam_overlay_notification_position_vert,0,,"cl, a",Steam overlay notification position vertical offset,,,,,,,,,,,,,,,
ui_vanitysetting_loadoutslot_ct,secondary4,,"cl, a, release",,,,,,,,,,,,,,,,
ui_vanitysetting_loadoutslot_t,secondary2,,"cl, a, release",,,,,,,,,,,,,,,,
ui_vanitysetting_team,ct,,"cl, a, release",,,,,,,,,,,,,,,,
unbind,cmd,,release,Unbind a key.,,,,,,,,,,,,,,,
unpause,cmd,,release,Clear the pause state of the server.,,,,,,,,,,,,,,,
view_punch_decay,18,,"sv, cl, rep, cheat, release",Decay factor exponent for view punch,,,,,,,,,,,,,,,
viewmodel_fov,60,,"cl, a, user, per_user",Viewmodel FOV,,,,,,,,,,,,,,,
viewmodel_offset_x,1,,"cl, a, user, per_user",viewmodel_offset_x,,,,,,,,,,,,,,,
viewmodel_offset_y,1,,"cl, a, user, per_user",viewmodel_offset_y,,,,,,,,,,,,,,,
viewmodel_offset_z,-1,,"cl, a, user, per_user",viewmodel_offset_z,,,,,,,,,,,,,,,
viewmodel_presetpos,1,,"cl, a","1 : 'Desktop', 2 : 'Classic'",,,,,,,,,,,,,,,
violence_ablood,TRUE,,a,Draw alien blood,,,,,,,,,,,,,,,
violence_agibs,TRUE,,a,Show alien gib entities,,,,,,,,,,,,,,,
violence_hblood,TRUE,,a,Draw human blood,,,,,,,,,,,,,,,
violence_hgibs,TRUE,,a,Show human gib entities,,,,,,,,,,,,,,,
vis_force,FALSE,,"sv, cheat",,,,,,,,,,,,,,,,
vismon_poll_frequency,0.5,,"sv, cheat",,,,,,,,,,,,,,,,
vismon_trace_limit,12,,"sv, cheat",,,,,,,,,,,,,,,,
vmix_input,cmd,,cheat,Set an input mix value,,,,,,,,,,,,,,,
vmix_output,cmd,,cheat,Dump main graph control output values,,,,,,,,,,,,,,,
voice_always_sample_mic,FALSE,,a,"When enabled, open the voip audio input stream when the application launches.",,,,,,,,,,,,,,,
voice_device_override,0,,"a, release",Default device used for voice capture.,,,,,,,,,,,,,,,
voice_loopback,FALSE,,user,,,,,,,,,,,,,,,,
voice_loopback_no_networking,FALSE,,user,,,,,,,,,,,,,,,,
voice_modenable,TRUE,,"cl, a, release, clientcmd_can_execute",Enable/disable voice in this mod.,,,,,,,,,,,,,,,
voice_modenable_toggle,cmd,,"cl, release",Toggle the voice_modenable convar.,,,,,,,,,,,,,,,
voice_player_speaking_delay_threshold,0.5,,"sv, cheat",,,,,,,,,,,,,,,,
voice_test_log_send,FALSE,,release,,,,,,,,,,,,,,,,
voice_threshold,-120,,"cl, a",decibel threshold for how loud the talker's input signal is before we think they are talking.,,,,,,,,,,,,,,,
voice_vox,0,,"cl, a, per_user",Voice chat uses a vox-style always on,,,,,,,,,,,,,,,
volume,0.248411,,a,Sound volume,,,,,,,,,,,,,,,
volume_fog_debug_volumes,FALSE,,cheat,,,,,,,,,,,,,,,,
volume_fog_dither_scale,1,,cheat,,,,,,,,,,,,,,,,
volume_fog_enable_jitter,TRUE,,cheat,,,,,,,,,,,,,,,,
weapon_accuracy_forcespread,0,,"sv, cl, rep, release",Force spread to the specified value.,,,,,,,,,,,,,,,
weapon_accuracy_nospread,FALSE,,"sv, cl, rep, release",Disable weapon inaccuracy spread,,,,,,,,,,,,,,,
weapon_accuracy_reset_on_deploy,FALSE,,"sv, cl, rep, cheat, release","On deploy, forcibly reset weapon accuracy to zero.",,,,,,,,,,,,,,,
weapon_accuracy_shotgun_spread_patterns,TRUE,,"sv, cl, rep, release",,,,,,,,,,,,,,,,
weapon_air_spread_scale,1,,"sv, cl, rep, release","Scale factor for jumping inaccuracy, set to 0 to make jumping accuracy equal to standing",,,,,,,,,,,,,,,
weapon_auto_cleanup_time,0,,"sv, cl, rep, release","If set to non-zero, weapons will delete themselves after the specified time (in seconds) if no players are near.",,,,,,,,,,,,,,,
weapon_debug_spread_gap,0.67,,"cl, cheat, per_user",,,,,,,,,,,,,,,,
weapon_debug_spread_show,0,,"cl, cheat, per_user","Enables display of weapon accuracy; 1 show accuracy box, 3 : show accuracy with dynamic crosshair",,,,,,,,,,,,,,,
weapon_max_before_cleanup,0,,"sv, cl, rep, release","If set to non-zero, will remove the oldest dropped weapon to maintain the specified number of dropped weapons in the world.",,,,,,,,,,,,,,,
weapon_near_empty_sound,TRUE,,"sv, cl, rep, cheat",,,,,,,,,,,,,,,,
weapon_reticle_knife_show,TRUE,,"sv, cl, rep, release",When enabled will show knife reticle on clients. Used for game modes requiring target id display when holding a knife.,,,,,,,,,,,,,,,
workshop_annotation_submit,cmd,,"cl, release",Submit annotation to workshop. To update an existing submission add its ID number from the workshop URL as a second argument.,,,,,,,,,,,,,,,
writekeybindings,cmd,,release,Saves current key bindings to disk.,,,,,,,,,,,,,,,
zoom_sensitivity_ratio,1,,"cl, a, per_user",Additional mouse sensitivity scale factor applied when FOV is zoomed in.,,,,,,,,,,,,,,,
ai_debug_dyninteractions,0,,game cheat,Debug the NPC dynamic interation system.,,,,,,,,,,,,,,,
ai_debug_los,0,,game cheat,"NPC Line-Of-Sight debug mode. If 1, solid entities that block NPC LOC will be highlighted with white bounding boxes. If 2, it'll show non-solid entities that would do it if they were solid.",,,,,,,,,,,,,,,
ai_debug_scripted_sequence,FALSE,,game cheat,,,,,,,,,,,,,,,,
ai_debug_shoot_positions,0,,game client cheat replicated,,,,,,,,,,,,,,,,
ai_disabled,FALSE,,game client cheat replicated,,,,,,,,,,,,,,,,
ai_off_nav_show_nearest,FALSE,,game cheat,,,,,,,,,,,,,,,,
ammo_338mag_max,30,,game client cheat replicated,,,,,,,,,,,,,,,,
ammo_357sig_max,52,,game client cheat replicated,,,,,,,,,,,,,,,,
ammo_357sig_min_max,12,,game client cheat replicated,,,,,,,,,,,,,,,,
ammo_357sig_p250_max,26,,game client cheat replicated,,,,,,,,,,,,,,,,
ammo_45acp_max,100,,game client cheat replicated,,,,,,,,,,,,,,,,
ammo_50AE_max,35,,game client cheat replicated,,,,,,,,,,,,,,,,
ammo_556mm_box_max,200,,game client cheat replicated,,,,,,,,,,,,,,,,
ammo_556mm_max,90,,game client cheat replicated,,,,,,,,,,,,,,,,
ammo_57mm_max,100,,game client cheat replicated,,,,,,,,,,,,,,,,
ammo_762mm_max,90,,game client cheat replicated,,,,,,,,,,,,,,,,
ammo_9mm_max,120,,game client cheat replicated,,,,,,,,,,,,,,,,
ammo_buckshot_max,32,,game client cheat replicated,,,,,,,,,,,,,,,,
ammo_grenade_limit_default,1,,game client cheat replicated,,,,,,,,,,,,,,,,
ammo_grenade_limit_flashbang,2,,game client cheat replicated,,,,,,,,,,,,,,,,
ammo_grenade_limit_total,4,,game client cheat replicated,,,,,,,,,,,,,,,,
ammo_item_limit_adrenaline,5,,game client cheat replicated,,,,,,,,,,,,,,,,
ammo_item_limit_healthshot,4,,game client cheat replicated,,,,,,,,,,,,,,,,
animgraph_debug,FALSE,game,game client cheat replicated,Debug animation graph.,,,,,,,,,,,,,,,
animgraph_set_parameter_bool,,,game cheat,Specified entities will have the specified bool parameter set to the value specified.  Useful for animators to test.  Arguments: <entity> <parameter name> <value you want to send to animgraph for the entity>,,,,,,,,,,,,,,,
animgraph_set_parameter_enum,,,game cheat,Specified entities will have the specified enum parameter set to the value specified.  Useful for animators to test.  Arguments: <entity> <parameter name> <value you want to send to animgraph for the entity>,,,,,,,,,,,,,,,
animgraph_set_parameter_float,,,game cheat,Specified entities will have the specified float parameter set to the value specified.  Useful for animators to test.  Arguments: <entity> <parameter name> <value you want to send to animgraph for the entity>,,,,,,,,,,,,,,,
animgraph_set_parameter_int,,,game cheat,Specified entities will have the specified int parameter set to the value specified.  Useful for animators to test.  Arguments: <entity> <parameter name> <value you want to send to animgraph for the entity>,,,,,,,,,,,,,,,
animgraph_set_parameter_string,,,game cheat,Specified entities will have the specified bool parameter set to the value specified.  Useful for animators to test.  Arguments: <entity> <parameter name> <value you want to send to animgraph for the entity>,,,,,,,,,,,,,,,
animgraph_set_parameter_vector,,,game cheat,Specified entities will have the specified vector parameter set to the value specified.  Useful for animators to test.  Arguments: <entity> <parameter name> <value you want to send to animgraph for the entity>,,,,,,,,,,,,,,,
animgraph_slope_draw_raycasts,FALSE,,game client cheat replicated,,,,,,,,,,,,,,,,
animgraph_slope_enable,TRUE,game,game client cheat replicated,,,,,,,,,,,,,,,,
animgraph_trace_static_only,FALSE,game,game client cheat replicated,,,,,,,,,,,,,,,,
axis,,,game cheat,Draw an axis  Arguments:  x y z pitch yaw roll <lifetime = 10.0> <r g b a>,,,,,,,,,,,,,,,
bot_add,,,game,bot_add <t|ct> <type> <difficulty> <name> - Adds a bot matching the given criteria.,,,,,,,,,,,,,,,
bot_add_ct,,,game,bot_add_ct <type> <difficulty> <name> - Adds a Counter-Terrorist bot matching the given criteria.,,,,,,,,,,,,,,,
bot_add_t,,,game,bot_add_t <type> <difficulty> <name> - Adds a terrorist bot matching the given criteria.,,,,,,,,,,,,,,,
bot_autodifficulty_threshold_high,0,5,game client replicated,Upper bound above Average Human Contribution Score that a bot must be above to change its difficulty,,,,,,,,,,,,,,,
bot_autodifficulty_threshold_low,-2,,,,,,,,,,,,,,,,,,
bot_controllable,TRUE,,game,Determines whether bots can be controlled by players,,,,,,,,,,,,,,,
bot_coop_idle_max_vision_distance,1400,,game replicated,"Max distance bots can see targets (in coop) when they are idle, dormant, hiding or asleep.",,,,,,,,,,,,,,,
bot_crouch,FALSE,,game cheat,,,,,,,,,,,,,,,,
bot_debug,0,,game cheat,For internal testing purposes.,,,,,,,,,,,,,,,
bot_debug_target,0,,game cheat,For internal testing purposes.,,,,,,,,,,,,,,,
bot_defer_to_human_goals,TRUE,FALSE,game,"If nonzero and there is a human on the team, the bots will not do the scenario tasks.",,,,,,,,,,,,,,,
bot_defer_to_human_items,TRUE,,game,"If nonzero and there is a human on the team, the bots will not get scenario items.",,,,,,,,,,,,,,,
bot_difficulty,2,1,game,"Defines the skill of bots joining the game.  Values are: 0=easy, 1=normal, 2=hard, 3=expert.",,,,,,,,,,,,,,,
bot_dont_shoot,FALSE,,game cheat,"If nonzero, bots will not fire weapons (for debugging).",,,,,,,,,,,,,,,
bot_flipout,FALSE,,game,"If nonzero, bots use no CPU for AI. Instead, they run around randomly.",,,,,,,,,,,,,,,
bot_freeze,FALSE,,game cheat,,,,,,,,,,,,,,,,
